0|0|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.000002217305|0.0027845989|1.57
0.0000044687226|0.0056120376|1.57
0.000008937445|0.011224075|1.57
0.000015623473|0.019620713|1.57
0.000024560919|0.030844789|1.57
0.00003527221|0.044296548|1.57
0.0000459835|0.057748303|1.57
0.00005666068|0.07115722|1.57
0.00006737196|0.08460897|1.57
0.000078083256|0.09806073|1.57
0.00008879455|0.11151248|1.57
0.00009947173|0.1249214|1.57
0.00011018302|0.13837315|1.57
0.00012089432|0.15182492|1.57
0.0001316056|0.16527668|1.57
0.00014228278|0.17868559|1.57
0.00015299406|0.19213735|1.57
0.00016370536|0.20558912|1.57
0.00017438288|0.21899846|1.57
0.00018509316|0.23244895|1.57
0.00019580513|0.24590155|1.57
0.00020651708|0.25935414|1.57
0.00021719391|0.27276263|1.57
0.00022790421|0.28621313|1.57
0.00023861618|0.29966575|1.57
0.00024932812|0.31311834|1.57
0.00026000495|0.32652682|1.57
0.00027071525|0.33997732|1.57
0.00020175267|0.35205838|1.5830104
-0.00006500792|0.36280885|1.6081945
-0.0005972476|0.37221804|1.646409
-0.0014093162|0.38022962|1.6972154
-0.0024626942|0.3868271|1.7610322
-0.003944399|0.39338705|1.8248488
-0.0058400724|0.3998395|1.8882474
-0.008126983|0.40611696|1.9520642
-0.0108259935|0.41227677|2.0154629
-0.013909893|0.41825318|2.078881
-0.017345967|0.42398292|2.1430964
-0.021165432|0.42951816|2.206495
-0.025328012|0.43480033|2.2699134
